#{"t_start": 1717156320.7890003, "env_id": "MagnetEnv_OSC-v0"}
r,l,t
-40.103518,2001,2217.570939
-41.54033,2001,2220.058368
-39.618414,2001,2222.525217
-40.029445,2001,2225.000703
-35.588308,2001,2226.866421
-39.069842,2001,2229.371967
-42.528253,2001,2231.851129
-42.03848,2001,2234.315238
-41.064749,2001,2236.810452
-37.089011,2001,2239.250517
-40.5616,2001,2241.718193
-40.545454,2001,2244.135728
-40.033377,2001,2246.552634
-39.544579,2001,2249.025553
-40.069993,2001,2251.514142
-39.040061,2001,2253.944875
-39.040695,2001,2256.378146
-37.631261,2001,2259.591186
-37.631261,2001,2261.268782
-37.631261,2001,2262.944697
-37.631261,2001,2264.619243
-37.631261,2001,2266.293573
-39.58539,2001,2268.732127
-42.040818,2001,2271.191334
-39.620069,2001,2273.657342
-41.102965,2001,2276.10616
-36.058148,2001,2278.552986
-40.038127,2001,2280.95488
-40.028029,2001,2283.404415
-36.588143,2001,2285.830113
-39.033455,2001,2287.660547
-41.575248,2001,2290.079831
-39.034236,2001,2292.488864
-40.551399,2001,2294.86917
-38.086997,2001,2297.30536
-38.087478,2001,2299.788188
-38.040895,2001,2302.259708
-40.526991,2001,2304.658614
-39.580169,2001,2307.138214
-40.052542,2001,2309.572788
-40.046629,2001,2312.017966
-36.089624,2001,2314.430154
-37.594592,2001,2316.872632
-40.043712,2001,2319.288092
-43.542687,2001,2321.744894
-40.589038,2001,2324.164392
-39.041137,2001,2326.62343
-39.04659,2001,2329.069201
-42.541198,2001,2331.464595
-36.586254,2001,2333.873298
-36.617159,2001,2336.343694
-39.039084,2001,2338.750117
-38.572604,2001,2341.200775
-39.5514,2001,2343.621661
-38.072883,2001,2346.267453
-38.072883,2001,2347.932179
-38.072883,2001,2349.604651
-38.072883,2001,2351.255493
-38.072883,2001,2352.924674
-39.088086,2001,2355.415994
-40.541102,2001,2357.862087
-40.038847,2001,2360.327126
-40.551414,2001,2362.779536
-40.049183,2001,2365.188169
-40.036258,2001,2367.579372
-41.550401,2001,2370.028801
-39.551298,2001,2372.445977
-40.542601,2001,2374.892334
-40.546911,2001,2377.326732
-38.544446,2001,2379.771702
-38.047763,2001,2382.216464
-38.032757,2001,2384.639778
-41.038606,2001,2387.042968
-39.053919,2001,2389.43121
-42.058036,2001,2391.881592
-39.049798,2001,2394.320677
-40.044226,2001,2396.706058
-43.027955,2001,2399.100327
-39.083435,2001,2401.499503
-36.588001,2001,2403.923836
-40.055023,2001,2406.311957
-39.0661,2001,2408.706551
-42.549929,2001,2411.135459
-43.565737,2001,2413.569883
-41.040106,2001,2416.0017
-40.564493,2001,2418.448628
-39.531061,2001,2420.853833
-41.051475,2001,2423.270416
-39.038216,2001,2425.687821
-40.523968,2001,2428.106755
-43.027802,2001,2430.537131
-38.031892,2001,2433.135895
-38.031892,2001,2434.979404
-38.031892,2001,2436.717091
-38.031892,2001,2438.357955
-38.031892,2001,2440.000098
-40.039718,2001,2442.458822
-39.038281,2001,2444.925095
-40.518379,2001,2447.394017
-41.029657,2001,2449.848813
-38.025178,2001,2452.305016
-39.532705,2001,2454.753808
-40.524494,2001,2457.187833
-39.528996,2001,2459.598467
-40.040543,2001,2462.032096
-39.032435,2001,2464.424633
-42.030321,2001,2466.882385
-37.572426,2001,2469.350418
-38.03674,2001,2471.802603
-40.551014,2001,2474.249904
-40.531897,2001,2476.712299
-40.05397,2001,2479.167138
-39.53964,2001,2481.595248
-39.056944,2001,2484.020772
-44.034883,2001,2486.451349
-38.54684,2001,2488.872112
-42.041373,2001,2491.298765
-39.048972,2001,2493.747623
-35.078058,2001,2496.197294
-43.532343,2001,2498.613149
-42.52491,2001,2501.057802
-38.533994,2001,2503.5025
-40.542747,2001,2505.941913
-40.532706,2001,2508.355423
-38.559684,2001,2510.756192
-44.051568,2001,2512.579099
-45.043464,2001,2514.995945
-40.549547,2001,2517.423743
-42.549144,2001,2520.685224
-42.549144,2001,2522.334631
-42.549144,2001,2523.986089
-42.549144,2001,2525.639364
-42.549144,2001,2527.290636
-43.031459,2001,2529.761363
-37.080603,2001,2532.255091
-40.533216,2001,2534.734404
-41.526413,2001,2537.204901
-39.036441,2001,2539.636863
-39.544734,2001,2542.111878
-38.11445,2001,2544.588468
-39.031388,2001,2547.046795
-40.546542,2001,2549.479672
-41.605395,2001,2551.904274
-41.04638,2001,2554.343975
-43.550535,2001,2556.778165
-43.547271,2001,2559.237871
-41.055406,2001,2561.684505
-39.594815,2001,2564.107842
-43.050915,2001,2566.525425
-40.045592,2001,2568.952366
-40.028137,2001,2570.768645
-43.044255,2001,2573.217773
-45.051007,2001,2575.635033
-40.054609,2001,2578.09616
-38.539567,2001,2580.488289
-43.038042,2001,2582.93221
-41.046042,2001,2585.352985
-41.053281,2001,2587.781998
-41.543881,2001,2590.176276
-42.54365,2001,2592.560915
-43.065086,2001,2594.960032
-40.566791,2001,2597.349058
-42.068566,2001,2599.740356
-44.598673,2001,2602.153673
-41.045571,2001,2604.562225
-37.55904,2001,2607.757106
-37.55904,2001,2609.394098
-37.55904,2001,2611.020066
-37.55904,2001,2612.656125
-37.55904,2001,2614.289873
-41.549272,2001,2616.693247
-37.547058,2001,2619.100811
-42.042896,2001,2621.53941
-42.565108,2001,2623.975713
-40.537514,2001,2626.416944
-42.580808,2001,2628.826067
-41.051145,2001,2630.653182
-38.556598,2001,2633.053304
-40.541548,2001,2635.478016
-39.050498,2001,2637.897115
-38.547915,2001,2640.331461
-39.048491,2001,2642.773954
-42.550122,2001,2645.205493
-44.054907,2001,2647.645917
-40.550159,2001,2650.230927
-42.049714,2001,2653.032051
-44.551773,2001,2655.717317
-43.541316,2001,2658.142311
-42.04589,2001,2660.685894
-38.633954,2001,2663.136579
-39.153153,2001,2665.590823
-43.059469,2001,2668.474954
-38.55217,2001,2672.034756
-38.045015,2001,2674.574322
-40.141978,2001,2676.990304
-46.062538,2001,2679.423369
-43.562282,2001,2681.866134
-42.632934,2001,2684.350489
-41.552363,2001,2686.781042
-39.095868,2001,2689.201296
-39.544251,2001,2691.614084
-41.51771,2001,2694.023539
-41.027488,2001,2696.715749
-41.027488,2001,2698.356778
-41.027488,2001,2700.010618
-41.027488,2001,2701.650571
-41.027488,2001,2703.318973
-41.549927,2001,2705.728781
-38.533284,2001,2708.236551
-41.029863,2001,2710.706612
-38.539975,2001,2713.158465
-42.020093,2001,2716.2097
-41.531092,2001,2718.745697
-40.02899,2001,2721.301836
-41.530644,2001,2723.843732
-39.526904,2001,2726.41068
-43.027627,2001,2729.834168
-42.022456,2001,2734.017418
-41.025162,2001,2736.95291
-40.036533,2001,2739.410279
-42.518585,2001,2741.901273
-43.026295,2001,2744.38371
-41.52325,2001,2746.815837
-47.022745,2001,2749.287446
-43.521757,2001,2751.751433
-44.520668,2001,2754.200217
-44.023751,2001,2756.65699
-37.527009,2001,2759.110665
-40.52875,2001,2761.618553
-41.532139,2001,2764.09987
-40.527329,2001,2766.528635
-43.011485,2001,2768.99696
-47.019697,2001,2771.437916
-38.026264,2001,2773.88883
-41.532918,2001,2776.309455
-42.0351,2001,2778.700346
-39.522747,2001,2781.128477
-40.514076,2001,2783.587765
-45.030483,2001,2786.062027
-42.530974,2001,2788.707667
-42.530974,2001,2790.369593
-42.530974,2001,2792.044531
-42.530974,2001,2793.734443
-42.530974,2001,2795.408947
-40.028783,2001,2797.918159
-42.521082,2001,2800.397095
-39.0243,2001,2802.871387
-42.528599,2001,2805.360404
-40.522188,2001,2807.787491
-39.033315,2001,2810.266105
-41.031902,2001,2812.689407
-44.033943,2001,2815.183569
-44.02339,2001,2817.603171
-41.029754,2001,2820.070333
-40.037103,2001,2822.920779
-42.515223,2001,2828.124891
-39.537301,2001,2832.384846
-40.034524,2001,2835.028086
-38.515388,2001,2837.525546
-42.519023,2001,2840.016214
-40.047509,2001,2842.48666
-39.517679,2001,2844.97966
-41.526965,2001,2847.509889
-41.031985,2001,2850.021092
-42.036889,2001,2852.592582
-42.025234,2001,2855.09199
-40.536698,2001,2857.601506
-39.031819,2001,2860.153198
-41.018412,2001,2862.695287
-39.521033,2001,2865.199225
-36.019537,2001,2867.688989
-38.529389,2001,2869.546004
-41.521407,2001,2871.987274
-43.525799,2001,2874.427792
-39.534091,2001,2876.907571
-37.52937,2001,2879.358835
-42.024327,2001,2882.642425
-42.024327,2001,2884.287736
-42.024327,2001,2885.932293
-42.024327,2001,2887.582349
-42.024327,2001,2889.233799
-42.528455,2001,2891.706091
-43.014733,2001,2894.190631
-43.516674,2001,2896.644899
-39.035808,2001,2899.109579
-41.51511,2001,2901.529156
-41.024327,2001,2903.960156
-40.532607,2001,2906.388957
-42.027263,2001,2908.869266
-40.526324,2001,2911.308703
-40.526755,2001,2913.752731
-42.525039,2001,2916.181793
-41.51008,2001,2918.663105
-41.531352,2001,2921.130702
-40.02174,2001,2923.54583
-40.026762,2001,2926.024155
-42.037341,2001,2927.858054
-39.022562,2001,2930.312336
-43.521525,2001,2932.760263
-39.027276,2001,2935.20937
-40.523831,2001,2937.637037
-43.021902,2001,2940.045167
-37.530238,2001,2942.46374
-38.534716,2001,2944.947764
-39.030982,2001,2947.346309
-42.531464,2001,2949.775479
-43.521486,2001,2952.174078
-41.531523,2001,2954.566375
-41.529371,2001,2956.963063
-45.025313,2001,2959.313574
-41.529989,2001,2961.709991
-42.014873,2001,2964.162538
-40.027675,2001,2966.601623
-41.043178,2001,2969.796373
-41.043178,2001,2971.439077
-41.043178,2001,2973.063541
-41.043178,2001,2974.638491
-41.043178,2001,2976.257508
-40.524109,2001,2978.671949
-43.522673,2001,2981.143237
-43.523422,2001,2983.597602
-41.023473,2001,2986.031788
-44.529046,2001,2987.826384
-41.519837,2001,2990.212324
-39.029786,2001,2992.68087
-42.527995,2001,2995.094048
-40.532917,2001,2997.508154
-39.522377,2001,2999.937076
-41.039489,2001,3002.402821
-43.026399,2001,3004.857422
-36.534887,2001,3007.336159
-44.524572,2001,3009.762027
-39.540543,2001,3012.230414
-42.026899,2001,3014.672472
-38.530027,2001,3017.11697
-42.524549,2001,3019.556237
-41.521925,2001,3022.029741
-43.535001,2001,3024.480061
-43.52499,2001,3026.925161
-46.022379,2001,3029.381036
-41.542215,2001,3031.832131
-39.531198,2001,3034.273042
-40.52978,2001,3036.702998
-45.023589,2001,3039.153588
-40.03679,2001,3041.576175
-42.538246,2001,3043.993632
-40.548863,2001,3046.450091
-39.530349,2001,3048.873036
-42.541295,2001,3051.329015
-40.51956,2001,3053.772444
-40.533726,2001,3056.375055
-40.533726,2001,3058.016217
-40.533726,2001,3059.655114
-40.533726,2001,3061.29537
-40.533726,2001,3062.930974
-48.528999,2001,3065.344972
-41.526181,2001,3067.747041
-44.019607,2001,3070.192801
-37.029214,2001,3072.612408
-45.522865,2001,3075.041515
-41.523684,2001,3077.441042
-42.519027,2001,3079.882668
-43.031445,2001,3082.319203
-39.023687,2001,3084.753159
-43.020317,2001,3087.172538
-39.525693,2001,3089.618106
-41.033511,2001,3092.037903
-41.023885,2001,3094.440348
-43.526847,2001,3096.845994
-43.024086,2001,3099.256148
-43.023947,2001,3101.680666
-39.527778,2001,3104.111856
-44.017953,2001,3106.545305
-38.023706,2001,3108.972649
-39.548866,2001,3111.41821
-41.032791,2001,3113.883422
-43.029476,2001,3116.357718
-46.035603,2001,3118.807249
-42.520382,2001,3121.221587
-40.540745,2001,3123.681476
-41.534978,2001,3126.08767
-44.02806,2001,3128.514787
-44.020971,2001,3130.999651
-42.536928,2001,3133.410612
-43.04211,2001,3135.809341
-41.031927,2001,3138.215497
-38.043523,2001,3140.634503
-43.0266,2001,3143.250791
-43.0266,2001,3144.893851
-43.0266,2001,3146.529003
-43.0266,2001,3148.169088
-43.0266,2001,3149.815131
-41.546908,2001,3152.249534
-44.024222,2001,3154.669652
-43.049001,2001,3157.070536
-43.046774,2001,3159.495322
-40.053911,2001,3161.910457
-45.044183,2001,3164.31634
-45.538618,2001,3166.723395
-42.068577,2001,3169.170592
-39.526526,2001,3171.599262
-44.53205,2001,3174.006245
-46.523255,2001,3176.468196
-41.035727,2001,3178.925839
-44.537993,2001,3181.357964
-45.040867,2001,3183.777601
-40.040758,2001,3186.19409
-40.043994,2001,3188.624501
-43.039539,2001,3191.079912
-40.029527,2001,3193.540615
-45.033026,2001,3196.019092
-39.045812,2001,3198.442578
-45.526632,2001,3200.881861
-42.034066,2001,3203.350101
-41.035243,2001,3205.813779
-43.037442,2001,3208.261247
-42.541975,2001,3210.708972
-42.050243,2001,3212.54196
-40.549029,2001,3214.981549
-44.537711,2001,3217.428383
-46.532978,2001,3219.878964
-42.54456,2001,3222.340887
-41.037324,2001,3224.793386
-39.531406,2001,3227.233951
-38.540104,2001,3230.461982
-38.540104,2001,3232.096724
-38.540104,2001,3233.744013
-38.540104,2001,3235.391384
-38.540104,2001,3237.030266
-42.53085,2001,3239.516014
-42.039195,2001,3241.996605
-43.547078,2001,3244.473555
-41.53404,2001,3246.949121
-37.036978,2001,3249.467336
-38.529383,2001,3251.961639
-40.037044,2001,3254.45107
-39.538476,2001,3256.933441
-42.034095,2001,3259.412242
-39.535849,2001,3261.861035
-42.54193,2001,3264.330233
-43.539616,2001,3266.804193
-42.543406,2001,3269.291727
-45.028502,2001,3271.146513
-41.538977,2001,3273.62098
-44.030621,2001,3276.087305
-45.540586,2001,3278.539256
-42.035,2001,3281.006541
-43.031976,2001,3283.434895
-41.532618,2001,3285.884385
-42.541291,2001,3288.369699
-43.548397,2001,3290.851946
-41.583067,2001,3293.359608
-38.553404,2001,3295.826177
-45.03831,2001,3298.277843
-39.551699,2001,3300.790034
-42.041907,2001,3303.28773
-43.056646,2001,3305.760106
-37.575114,2001,3308.273418
-35.541507,2001,3310.706562
-36.543372,2001,3313.199069
-39.085215,2001,3315.691084
-42.036243,2001,3318.966384
-42.036243,2001,3320.608006
-42.036243,2001,3322.256505
-42.036243,2001,3323.911459
-42.036243,2001,3325.559662
-44.541788,2001,3328.038393
-42.537269,2001,3330.502203
-46.542611,2001,3332.365371
-43.546683,2001,3334.803462
-43.029322,2001,3337.267043
-44.539819,2001,3339.729507
-41.03863,2001,3342.187975
-41.535448,2001,3344.65402
-42.029108,2001,3347.107063
-43.031298,2001,3349.572479
-44.029304,2001,3352.027966
-42.531903,2001,3354.483722
-44.027573,2001,3356.936452
-44.535607,2001,3359.37083
-40.543904,2001,3361.822903
-43.029867,2001,3364.257596
-42.544184,2001,3366.696267
-44.028356,2001,3369.136837
-43.060382,2001,3371.622117
-40.533805,2001,3374.050982
-41.052415,2001,3376.465401
-41.030233,2001,3378.897061
-35.574581,2001,3381.380717
-44.048111,2001,3383.824265
-42.546419,2001,3386.233806
-42.047516,2001,3388.662551
-39.52659,2001,3391.110673
-42.04601,2001,3393.563061
-41.545547,2001,3396.012297
-40.548579,2001,3398.485992
-41.046732,2001,3400.967031
-44.028489,2001,3403.435455
-40.024772,2001,3406.070082
-40.024772,2001,3407.71212
-40.024772,2001,3409.357242
-40.024772,2001,3411.002216
-40.024772,2001,3412.636137
-43.532378,2001,3415.097364
-42.03402,2001,3417.526547
-41.028053,2001,3419.995103
-43.024704,2001,3422.437881
-41.521143,2001,3424.922478
-42.069083,2001,3427.401505
-39.522664,2001,3429.826818
-41.041535,2001,3432.269926
-37.56599,2001,3434.771163
-41.51529,2001,3437.223352
-42.014076,2001,3439.690119
-41.538874,2001,3442.105774
-40.532183,2001,3444.541932
-37.565432,2001,3447.044801
-43.524989,2001,3449.494022
-45.514612,2001,3451.950627
-39.54858,2001,3454.387702
-41.044485,2001,3456.859148
-40.546325,2001,3459.308714
-41.522485,2001,3461.747425
-38.52686,2001,3464.145998
-42.524509,2001,3466.565346
-40.524293,2001,3469.012341
-40.516678,2001,3471.443912
-42.020434,2001,3473.867263
-47.516666,2001,3476.306271
-42.018206,2001,3478.754233
-40.024249,2001,3481.217214
-42.517787,2001,3483.64031
-40.013525,2001,3486.099836
-40.518398,2001,3488.553828
-38.518769,2001,3490.969396
-38.519598,2001,3493.579632
-38.519598,2001,3495.224217
-38.519598,2001,3496.867902
-38.519598,2001,3498.519104
-38.519598,2001,3500.160711
-44.013661,2001,3502.610204
-41.020172,2001,3505.069436
-42.016241,2001,3507.499642
-46.013128,2001,3509.928152
-39.515228,2001,3512.334643
-41.017544,2001,3514.742671
-42.009962,2001,3517.17074
-41.515126,2001,3519.580194
-39.51403,2001,3521.967622
-39.022752,2001,3524.359308
-43.013964,2001,3526.760989
-41.012081,2001,3529.168859
-41.020807,2001,3531.569057
-41.012854,2001,3534.011893
-41.01886,2001,3536.438566
-42.013594,2001,3538.849248
-44.517775,2001,3541.282329
-41.516651,2001,3543.697143
-43.021268,2001,3546.142904
-43.511468,2001,3548.579769
-40.015701,2001,3551.009693
-45.01083,2001,3553.454725
-41.015641,2001,3555.873504
-40.518115,2001,3557.70658
-38.02185,2001,3560.169709
-43.511007,2001,3562.552139
-42.519457,2001,3564.969496
-41.009855,2001,3567.397612
-42.514404,2001,3569.795068
-43.014195,2001,3572.234843
-40.016099,2001,3574.646237
-45.011637,2001,3577.069683
-40.528432,2001,3580.169064
-40.528432,2001,3581.750471
-40.528432,2001,3583.394783
-40.528432,2001,3585.042062
-40.528432,2001,3586.652981
-43.020363,2001,3589.114973
-40.01718,2001,3591.575487
-43.513685,2001,3594.044484
-41.015485,2001,3596.49247
-38.017862,2001,3598.952729
-41.512009,2001,3601.433422
-40.019784,2001,3603.900437
-43.509986,2001,3606.360319
-40.518236,2001,3608.838228
-42.511239,2001,3611.297191
-43.512796,2001,3613.744244
-43.512125,2001,3615.593879
-43.01299,2001,3618.033559
-42.510763,2001,3620.490016
-43.014807,2001,3622.946952
-39.520588,2001,3625.441341
-39.015934,2001,3627.925119
-43.512589,2001,3630.393997
-45.008656,2001,3632.865713
-43.014343,2001,3635.306957
-42.01624,2001,3637.741206
-42.013087,2001,3640.21272
-42.515907,2001,3642.62815
-40.014384,2001,3645.097622
-42.516299,2001,3647.555721
-44.0185,2001,3650.021095
-39.022082,2001,3652.497676
-43.015016,2001,3654.932864
-37.516349,2001,3657.399173
-41.516116,2001,3659.848207
-42.513599,2001,3662.321351
-41.012277,2001,3664.760187
-41.022157,2001,3667.985505
-41.022157,2001,3669.636949
-41.022157,2001,3671.27972
-41.022157,2001,3672.928813
-41.022157,2001,3674.566366
-43.515379,2001,3676.396671
-41.514134,2001,3678.794681
-42.027234,2001,3681.198483
-43.507556,2001,3683.618886
-41.015007,2001,3686.080407
-41.018372,2001,3688.505524
-41.509977,2001,3690.955406
-41.013088,2001,3693.399518
-40.515614,2001,3695.838021
-43.014939,2001,3698.261761
-43.013373,2001,3700.676025
-43.008622,2001,3703.132771
-41.020004,2001,3705.578069
-36.514751,2001,3708.028184
-43.017729,2001,3710.469604
-43.017943,2001,3712.941803
-39.520208,2001,3715.344395
-45.014615,2001,3717.809809
-40.518066,2001,3720.293109
-43.517345,2001,3722.753219
-43.014225,2001,3725.238867
-40.520233,2001,3727.707397
-43.015768,2001,3730.150933
-43.016283,2001,3732.557515
-43.017406,2001,3734.971934
-40.524431,2001,3737.389306
-42.019914,2001,3739.837809
-39.526498,2001,3742.297797
-40.518986,2001,3744.741493
-39.521866,2001,3747.191087
-40.534034,2001,3749.650774
-40.526116,2001,3752.106659
-40.539118,2001,3754.710886
-40.539118,2001,3756.351197
-40.539118,2001,3757.991567
-40.539118,2001,3759.630933
-40.539118,2001,3761.268476
-42.012381,2001,3763.664181
-42.023707,2001,3766.077655
-38.523809,2001,3768.484056
-38.024786,2001,3770.9312
-40.519683,2001,3773.34509
-39.020368,2001,3775.750088
-39.513139,2001,3778.170647
-40.51436,2001,3780.563722
-41.521099,2001,3782.961546
-39.018787,2001,3785.373998
-40.514651,2001,3787.801426
-41.020299,2001,3790.258837
-43.515419,2001,3792.747468
-43.520144,2001,3795.215302
-40.014565,2001,3797.71344
-40.013725,2001,3800.212773
-42.012464,2001,3802.740346
-42.014936,2001,3805.233439
-39.51681,2001,3807.707462
-41.016245,2001,3810.112239
-42.017956,2001,3812.494627
-43.011163,2001,3814.951106
-40.016745,2001,3817.465368
-42.017138,2001,3820.019389
-40.020814,2001,3822.506262
-40.02232,2001,3825.068534
-43.517651,2001,3827.558084
-40.512294,2001,3830.165369
-41.021938,2001,3832.633534
-41.51833,2001,3835.207231
-42.518365,2001,3838.177856
-41.516693,2001,3840.989343
-42.525369,2001,3843.607143
-42.525369,2001,3845.252724
-42.525369,2001,3846.896081
-42.525369,2001,3848.541349
-42.525369,2001,3850.193462
-44.510429,2001,3852.659527
-43.51671,2001,3855.072453
-41.514454,2001,3857.498737
-43.012103,2001,3859.942207
-40.517739,2001,3862.385711
-41.514283,2001,3864.821233
-43.514782,2001,3867.231613
-40.021992,2001,3869.703427
-40.021385,2001,3872.156513
-37.524701,2001,3875.790093
-39.014825,2001,3880.751038
-41.021084,2001,3883.609485
-44.025104,2001,3886.138228
-43.519822,2001,3888.619233
-41.521907,2001,3891.118949
-35.517952,2001,3893.619076
-39.520265,2001,3896.112309
-42.52067,2001,3898.677743
-39.517029,2001,3901.259721
-41.016063,2001,3903.897337
-43.013255,2001,3906.380209
-41.515136,2001,3908.239183
-41.017201,2001,3910.721454
-40.030602,2001,3913.23288
-42.025708,2001,3915.727406
-42.02057,2001,3918.199307
-43.522824,2001,3920.6127
-42.514612,2001,3923.035549
-42.020688,2001,3925.483193
-41.510163,2001,3927.944167
-41.019494,2001,3930.378908
-40.516673,2001,3932.777447
-42.015281,2001,3936.019406
-42.015281,2001,3937.658934
-42.015281,2001,3939.299358
-42.015281,2001,3940.936754
-42.015281,2001,3942.577982
-43.011108,2001,3945.016309
-42.010885,2001,3947.484942
-41.521157,2001,3949.865371
-42.515497,2001,3952.327772
-42.511201,2001,3954.754231
-38.516307,2001,3957.202797
-41.012003,2001,3959.630285
-38.512895,2001,3962.084113
-43.011555,2001,3964.530733
-46.010869,2001,3966.362001
-43.511259,2001,3968.806226
-43.510031,2001,3971.264
-44.514761,2001,3973.71513
-39.012881,2001,3976.182158
-41.016416,2001,3978.635564
-40.015956,2001,3981.076898
-42.017149,2001,3983.532779
-40.021539,2001,3985.970628
-42.011153,2001,3988.42723
-43.515544,2001,3990.887862
-40.017074,2001,3993.352659
-40.515948,2001,3995.782889
-40.511159,2001,3998.233783
-43.010072,2001,4000.688488
-36.513075,2001,4003.165226
-38.516415,2001,4005.650243
-42.016883,2001,4008.110281
-39.018046,2001,4010.581084
-40.506331,2001,4013.042155
-41.510497,2001,4015.47407
-45.512822,2001,4017.947417
-43.013588,2001,4020.399006
-38.514811,2001,4023.024152
-38.514811,2001,4024.669154
-38.514811,2001,4026.313923
-38.514811,2001,4027.966226
-38.514811,2001,4029.606735
-39.012272,2001,4032.046789
-42.014608,2001,4034.470011
-40.509275,2001,4036.911721
-41.512387,2001,4039.38539
-40.007115,2001,4041.823047
-41.522975,2001,4044.222207
-43.513481,2001,4046.669863
-44.016232,2001,4049.126129
-40.512303,2001,4051.547382
-45.514163,2001,4053.991115
-42.010063,2001,4056.428295
-38.516047,2001,4058.882942
-38.516089,2001,4061.348549
-42.512494,2001,4063.799062
-45.505528,2001,4066.227863
-42.504418,2001,4068.673719
-43.508554,2001,4071.134006
-42.511973,2001,4073.576748
-43.506048,2001,4076.016568
-41.011501,2001,4078.476194
-41.009163,2001,4080.937259
-43.507915,2001,4083.393289
-39.510846,2001,4085.815794
-41.011974,2001,4088.228393
-41.511318,2001,4090.660671
-41.515623,2001,4093.096442
-41.513986,2001,4095.526423
-45.003965,2001,4097.946628
-44.506011,2001,4100.396343
-43.006711,2001,4102.834075
-42.010096,2001,4105.28276
-40.509382,2001,4107.732501
-43.999522,2001,4110.342639
-43.999522,2001,4111.977433
-43.999522,2001,4113.616715
-43.999522,2001,4115.253742
-43.999522,2001,4116.892938
-45.002549,2001,4119.30669
-44.007098,2001,4121.738149
-44.001503,2001,4124.189551
-43.505601,2001,4126.621358
-44.510435,2001,4129.052746
-45.016091,2001,4131.454259
-39.510409,2001,4133.85551
-41.007468,2001,4136.307082
-42.510619,2001,4138.706876
-39.016453,2001,4141.106057
-39.514063,2001,4143.548388
-47.015814,2001,4146.003147
-42.517929,2001,4148.4514
-39.017104,2001,4150.886342
-42.010639,2001,4153.319105
-40.504494,2001,4155.771841
-40.515557,2001,4158.234085
-41.51131,2001,4160.783588
-41.011889,2001,4163.244545
-41.01476,2001,4165.715093
-41.513632,2001,4168.173189
-41.018602,2001,4170.670202
-40.01991,2001,4173.102889
-40.516452,2001,4175.529758
-39.511906,2001,4178.011393
-39.016362,2001,4180.457623
-39.01937,2001,4182.946134
-47.01932,2001,4185.42064
-41.008714,2001,4187.844344
-42.009297,2001,4190.289651
-42.01273,2001,4192.138498
-42.020089,2001,4194.61942
-40.516164,2001,4197.849065
-40.516164,2001,4199.486601
-40.516164,2001,4201.122811
-40.516164,2001,4202.76755
-40.516164,2001,4204.403033
-41.015417,2001,4206.832814
-38.515698,2001,4209.239929
-41.513501,2001,4211.685646
-43.0132,2001,4214.094248
-39.012946,2001,4216.513288
-41.509978,2001,4218.924994
-40.515069,2001,4221.387384
-45.010725,2001,4223.828021
-40.010484,2001,4226.256401
-44.512274,2001,4228.708734
-41.509074,2001,4231.146317
-39.518928,2001,4233.609913
-43.509348,2001,4236.076722
-40.012165,2001,4238.543964
-42.008331,2001,4240.98062
-41.505615,2001,4243.438778
-47.005781,2001,4245.887853
-45.498993,2001,4248.327873
-44.011569,2001,4250.73898
-45.003081,2001,4252.583874
-39.503944,2001,4255.067768
-41.508209,2001,4257.540457
-44.007851,2001,4259.971558
-39.011813,2001,4262.411392
-43.511303,2001,4264.878108
-44.009182,2001,4267.30367
-39.010744,2001,4269.748519
-40.005292,2001,4272.189008
-39.014854,2001,4274.639479
-45.506004,2001,4277.099577
-42.009353,2001,4279.565
-43.505664,2001,4282.327069
-43.010538,2001,4285.516829
-43.010538,2001,4287.156368
-43.010538,2001,4288.824695
-43.010538,2001,4290.469156
-43.010538,2001,4292.114803
-40.517778,2001,4294.576325
-42.505045,2001,4297.063858
-38.52226,2001,4299.51843
-42.011127,2001,4301.93395
-42.509585,2001,4304.527712
-41.521045,2001,4306.98522
-42.509326,2001,4309.459424
-42.516549,2001,4311.327075
-43.006357,2001,4313.801128
-44.014654,2001,4316.26794
-40.019272,2001,4318.741703
-41.521096,2001,4321.258598
-40.016209,2001,4323.741539
-42.508442,2001,4326.21807
-43.020825,2001,4328.698109
-39.02217,2001,4331.147528
-37.521032,2001,4333.700239
-43.024808,2001,4336.196783
-40.514479,2001,4338.728902
-41.519703,2001,4341.200028
-39.509111,2001,4343.710837
-44.519336,2001,4346.185365
-42.010331,2001,4348.648806
-43.017359,2001,4351.121114
-40.511311,2001,4353.604996
-43.010485,2001,4356.064673
-39.017986,2001,4358.49638
-43.506688,2001,4360.95045
-41.514361,2001,4363.408737
-40.516117,2001,4365.827998
-42.004457,2001,4368.274562
-43.008789,2001,4370.726072
-44.008648,2001,4373.339115
-44.008648,2001,4374.97663
-44.008648,2001,4376.625298
-44.008648,2001,4378.268847
-44.008648,2001,4379.903679
-41.009494,2001,4382.367808
-44.513627,2001,4384.793158
-39.007264,2001,4387.24412
-43.504478,2001,4389.68889
-43.00701,2001,4392.09324
-45.006243,2001,4394.565842
-42.011529,2001,4397.050421
-42.003168,2001,4399.536695
-43.506984,2001,4402.010262
-45.007924,2001,4404.473197
-43.010427,2001,4406.93127
-45.505357,2001,4409.402957
-43.008033,2001,4411.838721
-40.511222,2001,4414.299651
-44.507642,2001,4416.779998
-42.512413,2001,4419.250067
-47.006645,2001,4421.709549
-41.50999,2001,4424.177551
-40.509604,2001,4426.6493
-44.010761,2001,4429.094795
