#{"t_start": 1713254697.8883145, "env_id": "MagnetEnv_OSC-v0"}
r,l,t
-12499.07442,1001,2.886653
-12238.044218,1001,5.054709
-12373.119905,1001,8.222193
-12416.547143,1001,10.270583
